id,date,name,phone,delivery,orderTotal
287,1617125612442,Семён Трофимов,+4 961 268 32 53,self-pickup,359999
288,1620197925249,Юрий Владимиров,+7 696 349 89 61,"506666, Республика Марий Эл
Москва, 419 Vena ул.",599999
289,1632331230344,Леонид Кондратьев,+7 394 970 81 00,"935172, Тамбовская область
Воронеж, 37708 Timmothy проспект",409999
290,1618901895705,Фёдор Котов,+7 799 358 71 07,self-pickup,249999
291,1620726272506,Леонид Кулагин,+7 477 858 88 92,self-pickup,439999
292,1618264475887,Кира Моисеева,+7 798 207 96 30,"612367, Пермская область
Ижевск, 9623 Комиссарова улица",914999
293,1625135751889,Никита Якушев,+6 975 347 44 67,"448484, Республика Башкортостан
Москва, 40009 Lamar площадь",944999
294,1603274814252,Римма Морозова,+7 985 403 50 84,"183803, Республика Ингушетия
Екатеринбург, 4803 Giovanni пл.",674999
295,1632219751100,Константин Куликов,+7 905 569 56 43,self-pickup,1204999
296,1629065128949,Вера Фадеева,+2 750 247 33 02,"669157, Мурманская область
Омск, 059 Hector ул.",789999
297,1608464253741,Марина Орехова,+4 787 344 88 49,"185833, Таймырский (Долгано-Ненецкий) автономный округ
Самара, 57221 Бобылева улица",394999
298,1623663716621,Виталий Блохин,+7 233 215 24 32,"350278, Республика Карачаево-Черкессия
Нижний Новгород, 98458 Idell площадь",1399999
299,1618002757313,Елена Дьячкова,+5 897 309 76 50,"858514, Камчатская область
Тюмень, 83961 Mckenzie пр.",1094999
300,1618410915472,Борис Белоусов,+7 651 213 70 27,self-pickup,369999
301,1623341499518,Степан Кудрявцев,+6 657 517 59 44,"427613, Республика Марий Эл
Оренбург, 5174 Emelie пр.",524999
302,1624400035549,Анатолий Фролов,+7 875 655 06 91,self-pickup,334999
303,1632551042497,Роман Копылов,+7 416 459 75 66,self-pickup,1144999
304,1605326911063,Денис Громов,+2 853 927 63 85,"622494, Республика Коми
Ярославль, 527 Violette ул.",1234999
305,1619524560197,Артём Евдокимов,+9 202 420 08 54,self-pickup,1439999
306,1629639016202,Надежда Пахомова,+5 516 463 63 06,"345421, Эвенкийский автономный округ
Махачкала, 7646 Martina улица",164999
307,1631802193101,Сергей Морозов,+7 754 443 24 38,self-pickup,824999
308,1612762383345,Алина Карпова,+7 668 788 94 65,"235053, Владимирская область
Иваново, 90561 Ларионов пр.",1284999
309,1627970511091,Тамара Коновалова,+7 333 980 99 64,"427141, Республика Татарстан
Курск, 326 Edison проспект",359999
310,1608978374783,Валерий Поляков,+5 330 869 82 10,self-pickup,1209999
311,1629061421498,Валентин Князев,+6 850 226 57 66,self-pickup,1499999
312,1619420641435,Екатерина Фомина,+8 809 523 51 91,"356908, Приморский край
Владивосток, 90460 Christa улица",784999
313,1607536274918,Евгения Коновалова,+7 974 775 90 21,self-pickup,104999
314,1610887367479,Макар Фомичев,+7 691 278 41 91,self-pickup,1394999
315,1607332446242,Геннадий Рыбаков,+7 377 439 55 92,self-pickup,429999
316,1632638704948,Леонид Лаврентьев,+5 691 746 32 96,"743682, Республика Северная Осетия-Алания
Кемерово, 62381 Bonita проспект",139999
317,1627704540323,Денис Артемьев,+5 610 942 29 90,self-pickup,399999
318,1620066809296,Тамара Новикова,+7 921 392 68 00,self-pickup,774999
319,1618473862688,Герман Кабанов,+7 671 413 08 23,"431908, Приморский край
Курск, 3683 Sarah пр.",399999
320,1605686257510,Елизавета Мамонтова,+2 751 328 55 27,"168987, Орловская область
Магнитогорск, 15681 Филиппова площадь",144999
321,1607135944157,Анжелика Титова,+7 965 800 06 85,self-pickup,584999
322,1631194883813,Валентина Орехова,+7 708 960 74 12,"777948, Республика Башкортостан
Ижевск, 086 Lawson улица",814999
323,1619208773940,Роман Сафонов,+7 804 904 19 54,"502814, Республика Северная Осетия-Алания
Самара, 184 Maymie пл.",959999
324,1612856087177,Владислав Моисеев,+7 499 296 53 33,"823943, Вологодская область
Иркутск, 661 Ершов пл.",1459999
325,1619831340879,Алевтина Кошелева,+6 274 632 05 71,"660266, Тульская область
Астрахань, 6305 Clovis ул.",1084999
326,1629078626739,Леонид Дорофеев,+7 298 864 08 24,"096368, Тюменская область
Брянск, 0655 Sydnee проспект",424999
327,1616361503992,Артём Молчанов,+6 256 730 02 39,self-pickup,789999
328,1627919024871,Семён Шашков,+7 212 720 36 67,"627751, Тюменская область
Волгоград, 75296 Emil проспект",814999
329,1634459787404,Юлия Степанова,+7 536 886 57 17,"504835, Саратовская область
Сочи, 4422 Фролова пр.",289999
330,1623988993318,Алина Семенова,+7 961 845 56 18,"427884, Иркутская область
Москва, 5399 Кулаков улица",349999
331,1629187405070,Надежда Кузнецова,+7 950 905 06 34,"561569, Алтайский край
Самара, 012 Воробьев улица",174999
332,1621234977332,Лидия Воронова,+8 584 410 61 89,"029243, Чувашская Республика
Нижний Новгород, 97128 Toby пр.",574999
333,1629526147448,Леонид Королев,+7 697 240 39 53,"986643, Курская область
Нижний Новгород, 0893 Селезнев проспект",924999
334,1612421388750,Леонид Белозеров,+6 844 892 38 22,"287694, Республика Тыва
Омск, 54995 Белоусова пр.",444999
335,1605595174035,Надежда Медведева,+3 269 613 64 18,"741192, Ненецкий автономный округ
Казань, 322 Hershel ул.",324999
336,1611603570141,Владимир Игнатьев,+7 922 691 88 21,"363936, Тверская область
Ульяновск, 8851 Филатова ул.",1449999
337,1617683239772,Алина Алексеева,+7 803 831 01 33,"550314, Чеченская Республика
Сочи, 462 Юдина пл.",814999
338,1606991184305,Максим Кулаков,+7 763 683 88 76,"872670, Челябинская область
Тула, 9199 Raphaelle площадь",1069999
339,1609229324843,Кира Крюкова,+7 885 453 01 27,"316324, Калиниградская область
Ростов-на-Дону, 547 Михайлов площадь",1274999
340,1612675378956,Римма Щербакова,+7 224 213 33 47,"751708, Республика Коми
Барнаул, 5602 Jaleel ул.",1429999
341,1620296902374,Лидия Филиппова,+4 922 767 00 42,self-pickup,1334999
342,1629304683405,Евгений Маслов,+7 953 572 45 27,self-pickup,1434999
343,1609536172430,Никита Трофимов,+9 335 619 93 84,"366465, Приморский край
Иркутск, 10783 Никонова пл.",494999
344,1603917844921,Лаврентий Зимин,+6 216 210 53 97,self-pickup,1164999
345,1623166829455,Арина Ширяева,+7 828 294 78 15,"071994, Республика Мордовия
Тула, 471 Emiliano проспект",724999
346,1618995892586,Игорь Сидоров,+7 396 630 44 55,self-pickup,1064999
347,1608238715253,Ирина Горбунова,+7 517 688 65 72,self-pickup,1404999
348,1622060281250,Арина Сидорова,+7 896 482 51 64,"431268, Еврейская автономная область
Москва, 0566 Селиверстов улица",1269999
349,1632031940492,Марина Рожкова,+7 555 367 02 98,self-pickup,774999
350,1607609813025,Зоя Щербакова,+7 431 854 96 37,self-pickup,1389999
351,1612590197926,Виктория Доронина,+7 419 316 99 50,self-pickup,1219999
352,1616811412858,Анжела Волкова,+7 242 759 13 17,self-pickup,1114999
353,1623188940244,Елена Антонова,+7 340 584 37 19,"956382, Камчатская область
Тверь, 1007 Rupert ул.",524999
354,1623429046045,Александр Агафонов,+2 546 395 39 00,"841458, Архангельская область
Ростов-на-Дону, 23165 Waino площадь",714999
355,1634085309964,Дмитрий Гуляев,+7 990 391 16 17,"397611, Республика Карачаево-Черкессия
Омск, 67913 Козлова улица",514999
356,1609315521362,Антонида Лаврентьева,+7 779 651 82 43,"651167, Чувашская Республика
Тольятти, 627 Elsie пр.",734999
357,1620745383049,Таисия Воробьева,+9 687 751 13 44,"692838, Воронежская область
Казань, 3156 Морозова улица",984999
358,1626588611706,Станислав Петухов,+3 484 481 80 78,"946361, Республика Карелия
Тверь, 908 Bette ул.",1259999
359,1633476283923,Арина Михайлова,+6 717 548 67 38,self-pickup,674999
360,1622160681441,Лариса Чернова,+7 611 752 59 50,"863646, Амурская область
Сочи, 989 Рожкова проспект",1164999
361,1615637524831,Раиса Денисова,+9 375 857 78 53,self-pickup,439999
362,1607865594231,Виктория Петухова,+7 403 296 87 13,"725487, Республика Саха (Якутия)
Нижний Новгород, 3663 Owen пр.",259999
363,1615772416631,София Федосеева,+7 921 374 62 47,self-pickup,539999
364,1619490255714,Василиса Сысоева,+7 882 365 57 19,"797934, Омская область
Нижний Новгород, 5044 Charlotte проспект",114999
365,1613296491277,Станислав Матвеев,+8 696 335 40 66,self-pickup,239999
366,1608049637754,Макар Меркушев,+3 483 319 42 47,"449324, Республика Калмыкия
Уфа, 14989 Ellie ул.",1384999
367,1630733979821,Валерия Евдокимова,+7 517 797 47 55,"962126, Ненецкий автономный округ
Саратов, 3434 Dax пр.",624999
368,1606442098200,Григорий Дементьев,+2 937 741 56 43,"731668, Ульяновская область
Чебоксары, 900 Dwight улица",1289999
369,1618508613760,Антонина Зайцева,+7 755 615 88 39,"142659, Красноярский край
Челябинск, 494 Андреев проспект",999999
370,1616254147949,Антон Тарасов,+7 935 715 86 36,self-pickup,1189999
371,1622361961718,Зоя Некрасова,+7 683 550 34 60,"340488, Ростовская область
Новосибирск, 48754 Савельев пр.",1239999
372,1606191610765,Виталий Субботин,+7 610 921 93 70,self-pickup,224999
373,1624777350699,Роман Мамонтов,+7 870 434 89 20,"385411, Владимирская область
Новосибирск, 2252 Галкин пл.",114999
374,1617561559829,Анастасия Орехова,+7 881 858 41 71,self-pickup,994999
375,1604193394725,Людмила Ковалева,+7 995 669 83 65,"838278, Томская область
Тверь, 059 Maude площадь",1124999
376,1621080856393,Екатерина Комиссарова,+7 473 217 33 59,self-pickup,1104999
377,1633488573233,Ярослав Потапов,+7 523 855 60 12,self-pickup,799999
378,1606606284127,Владимир Андреев,+7 834 845 96 33,self-pickup,1289999
379,1618791677016,Вера Зиновьева,+7 472 973 94 68,"439514, Белгородская область
Санкт-Петербург, 3553 Gay пр.",324999
380,1614291472070,Антонида Алексеева,+4 917 864 30 54,self-pickup,404999
381,1632199834647,Галина Королева,+9 274 816 33 55,self-pickup,224999
382,1609934314753,Ангелина Кабанова,+7 222 965 20 58,"444689, Кабардино-Балкарская Республика
Сочи, 094 Florencio пр.",904999
383,1630722587543,Матвей Лукин,+3 308 232 19 33,"489127, Вологодская область
Иркутск, 015 Earnestine проспект",299999
384,1628304415619,Геннадий Кудрявцев,+7 806 792 30 04,"369342, Мурманская область
Оренбург, 357 Лыткин улица",1409999
385,1605246065147,Валерий Лукин,+5 904 809 81 92,self-pickup,209999
386,1611858604463,Эдуард Волков,+4 550 472 06 25,"612096, Республика Бурятия
Москва, 848 Allie ул.",1174999
387,1606176203920,Татьяна Ситникова,+7 925 410 10 16,self-pickup,514999
388,1617230743099,Анфиса Данилова,+6 241 664 35 20,"744188, Республика Коми
Челябинск, 72014 Хохлова пр.",989999
389,1631511355446,Илья Владимиров,+7 765 561 24 30,self-pickup,1084999
390,1610211575862,Олег Савельев,+7 375 335 82 32,self-pickup,1079999
391,1633287557846,Виктория Ильина,+7 472 958 28 08,self-pickup,539999
392,1604643482969,Арсений Калинин,+3 515 481 86 25,"690814, Ивановская область
Тюмень, 83488 Jevon улица",369999
393,1630687577324,Григорий Гусев,+7 831 910 12 56,"703227, Кабардино-Балкарская Республика
Барнаул, 4184 Burdette проспект",974999
394,1617037800630,Анжела Евсеева,+7 842 478 92 08,self-pickup,1089999
395,1626631126258,Валерия Лыткина,+7 320 812 62 22,"334998, Республика Марий Эл
Краснодар, 4022 Большакова улица",134999
396,1613814120581,Валерий Селезнев,+4 665 576 37 12,"711358, Ленинградская область
Тула, 522 Laron ул.",1054999
397,1621147330646,Владислав Лаврентьев,+4 566 911 11 17,"297480, Владимирская область
Киров, 092 Dawn проспект",1034999
398,1619034831971,Лариса Лаврентьева,+7 709 929 32 85,"581805, Тверская область
Владимир, 886 Mitchell ул.",1024999
399,1622959253120,Егор Зуев,+7 435 950 56 16,self-pickup,1319999
400,1613751472647,Владислав Козлов,+7 780 277 05 76,"733073, Пензенская область
Махачкала, 55113 Elisha пр.",759999
401,1603318746702,Алёна Брагина,+7 211 370 69 18,"801364, Ямало-Ненецкий автономный округ
Курск, 3479 Носова улица",1259999
402,1619989177382,Николай Кулагин,+3 662 714 90 06,self-pickup,1444999
403,1633559585745,Матвей Юдин,+7 211 821 45 36,self-pickup,1154999
404,1631321862234,Анфиса Щербакова,+5 860 509 20 54,self-pickup,734999
405,1606999231179,Клавдия Карпова,+9 335 567 55 46,"475833, Республика Тыва
Саратов, 263 Фомичева улица",1114999
406,1616232389206,Станислав Кузьмин,+7 871 221 65 00,"355987, Мурманская область
Воронеж, 9786 Nadia проспект",869999
407,1619095401120,Людмила Павлова,+2 947 983 64 18,self-pickup,1234999
408,1625083645444,Георгий Петухов,+7 529 512 52 57,self-pickup,1079999
409,1610134208140,Геннадий Исаев,+4 904 544 30 56,"325616, Республика Алтай Республика Дагестан
Киров, 2167 River проспект",279999
410,1607387446245,Римма Хохлова,+7 242 265 02 85,"619102, Чукотский автономный округ
Астрахань, 66318 Шарапов пл.",994999
411,1628450689527,Леонид Кондратьев,+7 881 259 97 63,self-pickup,769999
412,1619399051711,Валентин Соловьев,+7 764 748 79 43,self-pickup,1179999
413,1626799562124,Сергей Дроздов,+8 390 339 49 05,self-pickup,239999
414,1619447935600,Василий Матвеев,+7 206 266 70 28,self-pickup,1399999
415,1629886217298,Юлия Исаева,+7 408 930 07 23,"617077, Московская область
Омск, 94930 Davin площадь",1204999
416,1634289772699,Игнатий Шаров,+9 838 990 27 57,"583725, Коми-Пермяцкий автономный округ
Хабаровск, 9191 Юдин проспект",1019999
417,1605367839052,Григорий Бобров,+7 623 334 29 80,self-pickup,1054999
418,1626287515000,Жанна Афанасьева,+7 463 221 83 91,self-pickup,1094999
419,1628768295480,Ксения Фадеева,+6 586 853 54 27,self-pickup,254999
420,1605995340088,Елена Хохлова,+7 608 462 20 68,self-pickup,209999
421,1613040846495,Евгений Кузнецов,+7 567 992 91 30,self-pickup,1024999
422,1629733049502,Таисия Сидорова,+6 880 578 79 77,"566972, Республика Карелия
Челябинск, 13189 Дьячкова ул.",1134999
423,1624815636238,Степан Михайлов,+7 406 329 08 77,self-pickup,539999
424,1611450581070,Лидия Русакова,+7 496 212 40 83,"671472, Тверская область
Кемерово, 6253 Большакова улица",1339999
425,1627103492150,Лаврентий Красильников,+7 871 258 81 70,self-pickup,919999
426,1605434948443,Виктория Блохина,+7 641 357 43 72,self-pickup,884999
427,1626527739552,Станислав Логинов,+7 244 938 86 18,"300244, Мурманская область
Казань, 82864 Шарапов улица",1419999
428,1610243064537,Оксана Лихачева,+6 652 736 72 87,"902879, Свердловская область
Астрахань, 520 Bria площадь",1429999
429,1627130869293,Светлана Полякова,+7 257 831 41 72,"644405, Курская область
Ростов-на-Дону, 69431 Захаров ул.",1344999
430,1632909638653,Евгения Елисеева,+7 925 300 78 05,"256510, Томская область
Ставрополь, 17920 Лебедева улица",819999
431,1624601901738,Оксана Алексеева,+3 919 282 60 40,self-pickup,774999
432,1613552594954,Ярослав Бобылев,+7 643 353 44 27,self-pickup,659999
433,1615818078338,Алексей Симонов,+7 343 960 48 70,self-pickup,514999
434,1623241901185,Фёдор Петухов,+7 464 404 28 95,"405527, Костромская область
Ярославль, 6495 Казакова пр.",1204999
435,1620189814444,Эдуард Рыбаков,+7 751 938 56 28,"109215, Пензенская область
Владивосток, 49894 Ларионова площадь",1079999
436,1606195439536,Дмитрий Селиверстов,+2 708 519 78 10,self-pickup,734999
437,1612498456427,Вера Белозерова,+8 988 476 55 72,self-pickup,954999
438,1627689032907,Надежда Сорокина,+7 444 836 85 73,self-pickup,359999
439,1614666901904,София Боброва,+7 250 579 72 51,self-pickup,849999
440,1627821077355,Виктория Шубина,+7 520 352 25 36,"169158, Еврейская автономная область
Пенза, 9192 Mckayla пр.",1329999
441,1603214532909,Ирина Самсонова,+2 682 532 06 39,"996870, Республика Адыгея
Чебоксары, 210 Ewald ул.",1264999
442,1610379022298,Мария Крюкова,+7 973 258 78 63,self-pickup,404999
443,1607276548766,Егор Осипов,+7 370 930 44 78,"783626, Кировская область
Киров, 95940 Лобанова улица",729999
444,1616133176342,Вадим Зайцев,+7 496 223 17 78,self-pickup,209999
445,1603416334080,Валерий Филатов,+7 319 802 18 41,self-pickup,1059999
446,1605544832944,Роман Дьячков,+8 896 368 74 78,"285116, Республика Калмыкия
Махачкала, 39390 Казакова улица",1469999
447,1615328869237,Владислав Назаров,+7 645 645 28 99,self-pickup,669999
448,1631790401594,Константин Киселев,+7 939 483 80 81,"319002, Белгородская область
Самара, 511 Wilford пр.",974999
449,1628793052097,Мария Голубева,+7 238 949 87 53,self-pickup,1224999
450,1628686250856,Дарья Лукина,+5 779 319 88 79,self-pickup,969999
451,1629266156539,Ангелина Нестерова,+2 284 516 18 53,self-pickup,314999
452,1608692286031,Игорь Савельев,+7 787 797 19 59,"293548, Республика Мордовия
Пенза, 2681 Кабанова проспект",1304999
453,1605442420329,Олег Калинин,+7 583 498 17 75,"327394, Республика Тыва
Самара, 042 Neha площадь",964999
454,1615256048784,Лариса Кудряшова,+9 638 603 37 13,"255909, Рязанская область
Ульяновск, 044 Elizabeth площадь",1484999
455,1631574284321,Александра Колесникова,+7 707 244 31 30,self-pickup,1239999
456,1633383186248,Василий Борисов,+7 769 504 37 86,self-pickup,924999
457,1625904219822,Ксения Калинина,+3 335 395 64 64,"438222, Корякский автономный округ
Пермь, 2694 Шубин площадь",334999
458,1623684101029,Максим Давыдов,+7 413 379 38 91,"955616, Чеченская Республика
Курск, 236 Maximillian ул.",1149999
459,1619412152115,Дарья Николаева,+7 275 628 32 22,self-pickup,1424999
460,1622361304325,Оксана Иванова,+7 698 834 82 89,"173569, Республика Татарстан
Ростов-на-Дону, 5862 Наумов пл.",104999
461,1619308344967,Аркадий Сысоев,+9 523 791 87 50,self-pickup,604999
462,1628188247330,Альберт Богданов,+7 867 724 20 60,"557067, Курская область
Киров, 623 Gennaro проспект",1299999
463,1604548914787,Зинаида Казакова,+7 428 394 95 19,self-pickup,244999
464,1630837695128,Светлана Крюкова,+9 345 934 39 40,"448490, Республика Ингушетия
Брянск, 18224 Deja ул.",1134999
465,1606320089348,Алевтина Козлова,+3 208 591 41 56,"231621, Ульяновская область
Казань, 65310 Payton проспект",569999
466,1623980610391,Николай Зайцев,+9 668 923 32 45,"010878, Нижегородская область
Ростов-на-Дону, 941 Филиппова улица",909999
467,1606100468086,Николай Русаков,+7 522 612 46 39,"030951, Эвенкийский автономный округ
Кемерово, 8987 Conor проспект",169999
468,1620837086521,Альберт Трофимов,+7 850 741 15 46,self-pickup,1189999
469,1603651168219,Макар Якушев,+3 204 656 65 61,"083646, Еврейская автономная область
Кемерово, 2630 Волков пл.",499999
470,1609290790224,Герман Козлов,+7 630 636 26 79,"893527, Костромская область
Магнитогорск, 638 Sonia пл.",1074999
471,1607813573247,Сергей Зимин,+7 541 428 41 68,"684652, Оренбургская область
Астрахань, 80883 Sarah улица",1299999
472,1612823103398,Лариса Кириллова,+7 872 798 65 41,self-pickup,1359999
473,1609499168401,Вадим Овчинников,+6 813 254 94 73,"530537, Рязанская область
Иваново, 4591 Wilfredo улица",144999
474,1628724456655,Иван Юдин,+7 585 525 40 93,self-pickup,819999
475,1613839562162,Галина Наумова,+7 352 425 28 49,self-pickup,539999
476,1631293539100,Виталий Ковалев,+7 210 920 51 52,"021657, Ленинградская область
Киров, 309 Горбунова площадь",1349999
477,1622519521576,Лука Муравьев,+4 612 753 11 35,self-pickup,329999
478,1608483761098,Анфиса Рябова,+4 677 850 95 00,self-pickup,99999
479,1618410482306,Сергей Русаков,+7 992 528 75 40,self-pickup,114999
480,1624544556533,Валерий Маслов,+7 491 958 40 60,"113663, Курская область
Владимир, 3851 Князев площадь",1284999
481,1614064035856,Александр Ларионов,+7 808 755 64 12,self-pickup,649999
482,1613113537095,Лука Михайлов,+7 903 290 14 13,"559217, Ивановская область
Владивосток, 071 Mina площадь",229999
483,1632524543406,Светлана Веселова,+7 248 782 53 39,self-pickup,439999
484,1610831658215,Виталий Борисов,+7 876 823 81 17,self-pickup,954999
485,1605993535165,Игнатий Зиновьев,+4 473 568 81 49,"988776, Вологодская область
Пенза, 494 Natalie пл.",1489999
486,1629366900354,София Дмитриева,+7 932 462 98 92,self-pickup,1149999
487,1621410444282,Любовь Юдина,+7 430 226 72 35,"682953, Иркутская область
Ростов-на-Дону, 092 Tess площадь",1469999
488,1622089714122,Леонид Макаров,+5 250 784 87 29,self-pickup,984999
489,1619710345511,Зинаида Лапина,+7 223 638 59 65,self-pickup,1104999
490,1607361113800,Кира Борисова,+4 836 816 10 90,self-pickup,1094999
491,1605886301970,Леонид Муравьев,+9 343 782 23 10,"324237, Сахалинская область
Сочи, 2094 Franco проспект",1114999
492,1627416532302,Ирина Мельникова,+7 632 327 54 30,self-pickup,1024999
493,1626499475070,Виктор Сысоев,+7 585 675 63 58,"372526, Кемеровская область
Москва, 263 Рыбакова площадь",1004999
494,1633850053901,Вероника Архипова,+7 941 764 57 38,"289319, Псковская область
Волгоград, 444 Михеев ул.",299999
495,1624054851282,Макар Павлов,+7 299 441 34 85,self-pickup,1439999
496,1630856021935,Михаил Харитонов,+5 554 531 70 29,self-pickup,819999
497,1627273714355,Валерий Быков,+7 822 595 14 43,"327991, Псковская область
Магнитогорск, 23509 Eldred пл.",1364999
498,1628690030954,Григорий Мартынов,+4 559 239 96 17,"466234, Республика Алтай Республика Дагестан
Астрахань, 161 Антонова ул.",314999
499,1612435536040,Регина Елисеева,+8 810 640 31 57,self-pickup,1279999
500,1616627173679,Антон Беспалов,+8 848 385 33 84,"265189, Таймырский (Долгано-Ненецкий) автономный округ
Ярославль, 158 Royce пр.",864999
501,1620373024367,Варвара Сергеева,+7 708 646 68 25,self-pickup,749999
502,1604165835194,Даниил Беляков,+7 785 898 61 40,self-pickup,704999
503,1624807635527,Игнатий Казаков,+7 512 737 16 96,"787481, Коми-Пермяцкий автономный округ
Курск, 0455 Игнатов ул.",1159999
504,1605210644817,Михаил Горшков,+6 258 931 52 10,"215746, Ненецкий автономный округ
Киров, 8855 Блохина площадь",664999
505,1607722814679,Анфиса Бобылева,+2 365 724 72 82,"756971, Белгородская область
Казань, 805 Владимирова пл.",154999
506,1613681756020,Владимир Павлов,+7 365 716 30 21,self-pickup,304999
507,1618522544173,Лука Захаров,+7 944 718 34 65,"714511, Усть-Ордынский Бурятский автономный округ
Рязань, 452 Русакова ул.",1434999
508,1613999148416,Дмитрий Мартынов,+7 311 302 23 63,"495891, Республика Мордовия
Уфа, 0803 Симонова пл.",234999
509,1632083345899,Никита Дьячков,+7 692 548 68 05,self-pickup,959999
510,1623186190739,Николай Бирюков,+7 675 646 66 04,"699426, Коми-Пермяцкий автономный округ
Омск, 417 Kristina ул.",374999
511,1606799094159,Елизавета Молчанова,+8 681 889 50 69,"146381, Магаданская область
Новосибирск, 6116 Jamie ул.",804999
512,1630664108487,Антон Суворов,+4 980 917 46 17,"074816, Хабаровский край
Чебоксары, 60970 Новиков улица",949999
513,1614556746368,Анастасия Маслова,+3 911 827 65 98,"085299, Ярославская область
Тольятти, 4087 Носова пл.",1304999
514,1622731491830,Василиса Меркушева,+7 624 470 32 29,"624443, Коми-Пермяцкий автономный округ
Хабаровск, 68478 Vance площадь",474999
515,1610067929103,Зинаида Смирнова,+8 363 612 81 72,"531248, Республика Коми
Краснодар, 763 Исаев пр.",844999
516,1623094548143,Вячеслав Кузьмин,+7 848 294 03 69,self-pickup,469999
517,1633182021286,Жанна Шилова,+6 612 584 20 29,"507689, Республика Саха (Якутия)
Иваново, 9279 Максимова проспект",484999
518,1605354532367,Ксения Кондратьева,+5 411 550 38 10,"841821, Магаданская область
Челябинск, 065 Филатова ул.",1409999
519,1631994971339,Борис Егоров,+7 670 468 52 51,"095603, Еврейская автономная область
Владимир, 4084 Уварова пр.",564999
520,1633352501978,Фёдор Одинцов,+9 598 458 07 87,"583722, Тульская область
Санкт-Петербург, 93084 Аксенова пл.",389999
521,1604943714591,Анастасия Павлова,+2 887 307 39 70,self-pickup,634999
522,1606793639065,Алексей Потапов,+9 351 814 12 61,"730176, Красноярский край
Барнаул, 74880 Мартынова проспект",1399999
523,1621919018682,Клавдия Зиновьева,+3 999 702 50 42,self-pickup,1319999
524,1609533683593,Константин Дроздов,+7 451 968 13 20,self-pickup,1299999
525,1618232862396,Макар Устинов,+7 735 606 52 40,"164004, Агинский Бурятский авт. округ
Новосибирск, 24307 Bonnie улица",654999
526,1615059263211,Денис Титов,+5 952 647 18 03,"074886, Тульская область
Нижний Новгород, 1886 Jessyca проспект",694999
527,1613054176772,Василий Беспалов,+6 842 633 35 77,"180010, Республика Татарстан
Томск, 9306 Antwon пр.",144999
528,1624392285461,Зоя Карпова,+7 797 266 78 24,self-pickup,909999
529,1605115229128,Анжела Власова,+2 694 260 56 69,self-pickup,449999
530,1619045534336,Константин Мельников,+2 941 309 38 58,"976221, Нижегородская область
Хабаровск, 874 Jeremy улица",274999
531,1606267683496,Григорий Кузнецов,+7 366 966 72 41,self-pickup,624999
532,1603688578152,Анжела Филиппова,+7 369 553 87 30,self-pickup,934999
533,1618085026641,Виктор Игнатов,+6 642 790 49 35,self-pickup,669999
534,1608218535349,Борис Лаврентьев,+7 671 433 25 57,"619597, Сахалинская область
Магнитогорск, 1232 Кириллова улица",444999
535,1630074328503,Зоя Мартынова,+7 376 569 77 91,self-pickup,1324999
536,1625445908343,Раиса Федосеева,+7 882 620 95 98,"775838, Амурская область
Волгоград, 728 Evert площадь",584999
537,1617193330794,Тамара Калинина,+7 452 318 87 94,self-pickup,284999
538,1603149815691,Клавдия Зайцева,+4 767 783 91 06,"009521, Ленинградская область
Иваново, 5641 Фролова улица",1264999
539,1628163166591,Матвей Смирнов,+7 968 350 73 17,"218543, Новосибирская область
Брянск, 41317 Bobbie площадь",1284999
540,1612175615156,Егор Ширяев,+4 938 938 11 11,self-pickup,799999
541,1626938406138,Екатерина Рожкова,+9 438 993 41 68,"668156, Республика Татарстан
Владивосток, 7863 Данилов улица",579999
542,1624089281022,Анна Некрасова,+7 856 529 40 58,"672023, Кировская область
Липецк, 4887 Горбунов ул.",1139999
543,1607606619310,Матвей Елисеев,+8 315 273 32 25,"407474, Новгородская область
Иваново, 36855 Yolanda проспект",829999
544,1620895497872,Виталий Быков,+4 426 885 58 27,self-pickup,354999
545,1633109266512,Светлана Большакова,+7 402 377 62 76,"616174, Республика Северная Осетия-Алания
Иркутск, 6038 Рыбакова улица",784999
546,1623593056881,Василиса Воробьева,+4 303 233 05 20,"474628, Новосибирская область
Саратов, 3301 Eudora площадь",1124999
547,1618248968898,Алевтина Пономарева,+8 230 451 86 64,"142495, Агинский Бурятский авт. округ
Томск, 07795 Jakob пл.",514999
548,1604176804372,Лаврентий Стрелков,+7 668 634 85 64,"758523, Омская область
Казань, 627 Rick пр.",1289999
549,1616544603336,Игнатий Сысоев,+7 218 244 53 35,"074909, Брянская область
Сочи, 818 Селезнев проспект",294999
550,1611854022376,Николай Орехов,+7 345 974 98 05,"844891, Республика Северная Осетия-Алания
Тула, 30470 Kianna пл.",1199999
551,1605553479358,София Кузнецова,+9 241 429 25 51,self-pickup,1414999
552,1614412562090,Лидия Крюкова,+8 382 405 90 56,"705241, Республика Алтай Республика Дагестан
Тула, 3059 Голубева пл.",1174999
553,1621142316619,Николай Козлов,+9 416 552 90 80,"998835, Приморский край
Санкт-Петербург, 22138 Зимина площадь",804999
554,1619569605652,Антонина Колобова,+7 283 959 51 55,self-pickup,1024999
555,1616912041740,Ульяна Гусева,+7 710 293 92 57,self-pickup,99999
556,1627271995171,Владимир Пестов,+6 891 512 24 68,"837259, Ненецкий автономный округ
Нижний Новгород, 8577 Чернов пр.",184999
557,1605001546614,Фёдор Родионов,+7 967 926 76 43,self-pickup,1324999
